work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,Entry,FT,Data Scientist,80000,USD,80000,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,168154,USD,168154,US,0,US,M
2024,Entry,FT,Research Analyst,125000,USD,125000,US,0,US,M
2024,Senior,FT,Data Scientist,234000,USD,234000,US,100,US,M
2025,Senior,FT,Software Engineer,171500,USD,171500,US,0,US,M
2024,Entry,FT,Data Analyst,24000,GBP,30000,GB,0,GB,M
2024,Senior,FT,Data Analyst,75000,GBP,93750,GB,100,GB,M
2025,Senior,FT,Data Management Lead,162200,USD,162200,US,100,US,M
2025,Senior,FT,Software Engineer,186100,USD,186100,US,100,US,M
2025,Mid,FT,Engineer,104500,USD,104500,US,0,US,M
2023,Senior,FT,Data Analyst,38000,EUR,41027,ES,0,ES,M
2024,Senior,FT,Software Engineer,378700,USD,378700,US,0,US,M
2024,Mid,FT,Data Analytics Consultant,57500,USD,57500,US,100,US,M
2024,Senior,FT,Data Product Manager,414000,USD,414000,US,0,US,M
2024,Mid,FT,Associate,135700,USD,135700,US,0,US,M
2025,Senior,FT,Systems Engineer,246100,USD,246100,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,174000,USD,174000,US,0,US,M
2025,Entry,FT,Software Engineer,294000,USD,294000,US,0,US,M
2024,Mid,FT,AI Product Owner,62400,EUR,69333,LT,0,LT,M
2025,Senior,FT,Machine Learning Lead,126100,USD,126100,US,0,US,M
2024,Entry,FT,Full Stack Developer,118765,USD,118765,US,100,US,M
2024,Executive,FT,Head of Data,223000,USD,223000,US,0,US,M
2023,Senior,FT,Data Scientist,153600,USD,153600,US,0,US,M
2023,Mid,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
2023,Entry,FT,Research Analyst,45000,USD,45000,US,0,US,M
2024,Senior,FT,Software Engineer,172000,USD,172000,US,100,US,M
2024,Senior,FT,Software Engineer,619000,USD,619000,US,100,US,M
2024,Senior,FT,Research Scientist,74800,USD,74800,US,0,US,M
2023,Senior,FT,Machine Learning Engineer,241300,USD,241300,US,0,US,M
2024,Senior,FT,Data Engineer,124800,USD,124800,US,0,US,M
2024,Senior,FT,Manager,139250,USD,139250,US,0,US,M
2024,Mid,FT,Data Engineer,61800,USD,61800,US,0,US,M
2024,Executive,FT,Engineer,215000,USD,215000,US,0,US,M
2025,Senior,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,Entry,FT,Data Analyst,115000,USD,115000,CA,100,CA,M
2025,Senior,FT,Analyst,260000,USD,260000,US,0,US,M
2024,Senior,FT,Analyst,155635,USD,155635,US,0,US,M
2023,Senior,FT,Data Engineer,223250,USD,223250,US,0,US,M
2025,Senior,FT,Data Scientist,43728,EUR,46029,AT,0,AT,M
2024,Mid,FT,Analytics Engineer,160800,USD,160800,US,0,US,M
2024,Mid,FT,Business Intelligence Developer,89341,USD,89341,US,100,US,M
2024,Executive,FT,Data Engineer,124000,USD,124000,US,0,US,M
2025,Senior,FT,Engineer,100000,CAD,71428,CA,0,CA,M
2023,Senior,FT,Research Scientist,287500,USD,287500,US,0,US,M
2024,Senior,FT,Software Engineer,156500,USD,156500,US,100,US,M
2024,Senior,FT,Manager,259000,USD,259000,US,0,US,M
2024,Entry,FT,Data Scientist,206800,USD,206800,US,0,US,L
2025,Senior,FT,Data Scientist,127600,USD,127600,US,0,US,M
2024,Senior,FT,Software Engineer,207760,USD,207760,US,0,US,M
2024,Senior,FT,Cloud Engineer,198000,USD,198000,US,100,US,M
2024,Mid,FT,Engineer,162240,USD,162240,US,0,US,M
2024,Senior,FT,Manager,306500,USD,306500,US,0,US,M
2025,Senior,FT,Associate,120000,USD,120000,US,100,US,M
2025,Mid,FT,Analytics Specialist,120000,USD,120000,US,100,US,M
2025,Entry,FT,Research Analyst,85800,USD,85800,US,0,US,M
2023,Senior,FT,Applied Scientist,162170,USD,162170,US,100,US,M
2024,Senior,FT,Data Scientist,214087,USD,214087,US,0,US,M
2025,Mid,FT,Research Associate,48750,USD,48750,US,0,US,M
2024,Senior,FT,Data Architect,121445,USD,121445,CA,0,CA,M
2024,Mid,FT,Data Analyst,33024,GBP,41280,GB,0,GB,M
2024,Mid,FT,Data Engineer,91200,USD,91200,US,0,US,M
2023,Senior,FT,Analytics Engineer,213600,USD,213600,US,0,US,M
2024,Entry,FT,Machine Learning Researcher,37000,USD,37000,US,0,US,M
2024,Mid,FT,Systems Engineer,102864,USD,102864,US,100,US,M
2025,Senior,FT,Statistician,140000,USD,140000,US,0,US,M
2025,Senior,FT,Engineer,199000,USD,199000,US,100,US,M
2024,Senior,FT,Machine Learning Researcher,110000,USD,110000,US,100,US,M
2024,Senior,FT,Data Engineer,213554,USD,213554,US,0,US,M
2024,Senior,FT,Data Infrastructure Engineer,79200,EUR,88000,LT,0,LT,M
2024,Entry,FT,Data Analyst,47500,USD,47500,US,0,US,M
2024,Senior,FT,Research Scientist,188400,USD,188400,US,0,US,M
2024,Senior,FT,Developer,220900,USD,220900,US,100,US,M
2024,Senior,FT,Data Analyst,110000,USD,110000,CA,0,CA,M
2025,Entry,FT,Analyst,76800,USD,76800,US,0,US,M
2024,Mid,FT,BI Developer,44100,GBP,55125,US,0,US,M
2025,Senior,FT,Analyst,95500,USD,95500,CA,100,CA,M
2025,Senior,FT,BI Developer,231000,USD,231000,US,0,US,M
2025,Senior,FT,Architect,195000,USD,195000,US,0,US,M
2023,Entry,FT,Data Analyst,41419,USD,41419,US,100,US,M
2024,Mid,FT,Software Developer,145000,USD,145000,US,100,US,M
2021,Entry,FT,Data Analyst,60000,USD,60000,US,100,US,S
2024,Mid,FT,Manager,157850,USD,157850,US,100,US,M
2024,Senior,FT,Product Manager,60000,EUR,66666,AT,0,AT,M
2024,Senior,FT,Manager,178880,USD,178880,US,0,US,M
2025,Senior,FT,Data Engineer,139000,USD,139000,US,0,US,M
2025,Senior,FT,Software Engineer,255000,USD,255000,US,0,US,M
2022,Mid,FT,Deep Learning Engineer,70000,GBP,86193,GB,100,GB,M
2024,Entry,FT,Developer,56000,USD,56000,US,0,US,M
2025,Senior,FT,Business Intelligence Engineer,196000,USD,196000,US,0,US,M
2024,Senior,FT,Data Engineer,119680,USD,119680,US,0,US,M
2024,Mid,FT,Data Analyst,53600,USD,53600,US,100,US,M
2022,Senior,FT,Data Scientist,92000,USD,92000,US,100,US,L
2025,Mid,FT,MLOps Engineer,26400,EUR,27789,LV,0,LV,M
2021,Entry,FT,Data Engineer,33000,GBP,45390,GB,50,GB,L
2025,Senior,FT,Consultant,141000,USD,141000,US,0,US,M
2025,Mid,PT,Data Specialist,35500,USD,35500,US,0,US,M
2024,Mid,FT,Software Development Engineer,150000,USD,150000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,414000,USD,414000,US,0,US,M
2024,Entry,FT,Research Scientist,147000,USD,147000,US,0,US,M
2025,Mid,FT,Analytics Engineer,183000,USD,183000,US,0,US,M
2023,Senior,FT,Machine Learning Researcher,166000,USD,166000,US,0,US,M
2025,Senior,FT,Software Engineer,123000,USD,123000,US,100,US,M
2023,Mid,FT,Data Scientist,147400,USD,147400,US,0,US,M
2024,Entry,FT,Research Analyst,300000,USD,300000,US,0,US,M
2025,Mid,FT,Software Development Engineer,212750,USD,212750,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,212000,USD,212000,US,100,US,M
2024,Entry,FT,Data Operations Analyst,80000,USD,80000,US,0,US,M
2024,Senior,FT,Business Intelligence Engineer,65800,USD,65800,US,0,US,L
2025,Senior,FT,Solutions Architect,135000,USD,135000,US,100,US,M
2025,Senior,FT,Engineer,142000,USD,142000,US,0,US,M
2024,Senior,FT,Technical Lead,137000,USD,137000,CA,0,CA,M
2024,Senior,FT,Data Scientist,65000,GBP,81250,GB,0,GB,M
2025,Senior,FT,Data Architect,105800,USD,105800,US,0,US,M
2024,Mid,FT,Data Engineer,108400,USD,108400,US,0,US,M
2025,Senior,FT,Manager,286000,USD,286000,US,0,US,M
2025,Senior,FT,Member of Technical Staff,96800,USD,96800,US,0,US,M
2024,Mid,FT,MLOps Engineer,160000,USD,160000,US,0,US,M
2024,Executive,FT,Analytics Engineer,208000,USD,208000,US,0,US,M
2024,Entry,FT,Data Specialist,39600,EUR,44000,NL,0,NL,M
2024,Entry,FT,Machine Learning Scientist,98300,USD,98300,US,0,US,M
2025,Mid,FT,Manager,91900,USD,91900,US,0,US,M
2024,Senior,FT,Software Development Engineer,250000,USD,250000,US,0,US,M
2024,Senior,FT,Data Engineer,166551,USD,166551,US,0,US,M
2025,Senior,FT,Software Development Engineer,203940,USD,203940,US,0,US,M
2024,Senior,FT,Data Engineer,115800,USD,115800,US,0,US,M
2024,Senior,FT,Software Engineer,170000,USD,170000,CA,100,CA,M
2025,Senior,FT,Data Infrastructure Engineer,231770,USD,231770,US,0,US,M
2024,Senior,FT,Analyst,64300,USD,64300,US,0,US,M
2025,Mid,FT,Data Analyst,144000,USD,144000,US,0,US,M
2024,Senior,FT,Data Engineer,159000,USD,159000,US,0,US,M
2024,Senior,FT,Data Manager,179000,USD,179000,US,0,US,M
2024,Senior,FT,Analyst,135000,USD,135000,US,100,US,M
2024,Senior,FT,Data Analyst,131185,USD,131185,US,0,US,M
2024,Senior,FT,Data Engineer,195000,USD,195000,US,0,US,M
2023,Senior,FT,Data Scientist,154600,USD,154600,US,0,US,M
2025,Mid,FT,Data Analyst,78602,USD,78602,CA,0,CA,M
2025,Senior,FT,Data Engineer,218600,USD,218600,US,0,US,M
2024,Senior,FT,Systems Engineer,160000,USD,160000,US,100,US,M
2022,Mid,FT,Data Scientist,115360,USD,115360,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,251600,USD,251600,US,0,US,M
2025,Senior,FT,Software Engineer,293000,USD,293000,US,0,US,M
2024,Mid,FT,Data Analyst,100000,USD,100000,CA,0,CA,M
2024,Senior,FT,Solutions Architect,175000,USD,175000,US,0,US,M
2025,Executive,FT,Director of Machine Learning,376150,USD,376150,US,100,US,M
2024,Mid,FT,Engineer,334750,USD,334750,US,100,US,M
2024,Senior,FT,DevOps Engineer,125000,USD,125000,US,0,US,M
2025,Entry,FT,Analyst,60406,USD,60406,US,0,US,M
2025,Mid,FT,Business Intelligence Developer,131958,USD,131958,US,0,US,M
2024,Mid,FT,Business Intelligence Manager,117000,USD,117000,US,0,US,M
2025,Executive,FT,Analyst,90000,USD,90000,US,0,US,M
2024,Mid,FT,Engineer,127000,USD,127000,US,0,US,M
2025,Senior,FT,Power BI Developer,115000,USD,115000,US,0,US,M
2024,Executive,FT,Data Scientist,285000,USD,285000,US,0,US,M
2024,Mid,FT,Data Engineer,206100,USD,206100,US,0,US,M
2025,Mid,FT,Technical Recruiter,160000,USD,160000,US,0,US,M
2025,Mid,FT,Manager,560000,USD,560000,US,0,US,M
2024,Senior,FT,Data Management Consultant,91548,USD,91548,US,100,US,M
2023,Senior,FT,Machine Learning Engineer,156150,USD,156150,US,100,US,M
2023,Senior,FT,Data Analyst,129000,USD,129000,CA,100,CA,M
2025,Senior,FT,Machine Learning Engineer,257600,USD,257600,US,0,US,M
2024,Entry,FT,Data Analyst,148800,USD,148800,US,0,US,M
2025,Senior,FT,Manager,263600,USD,263600,US,0,US,M
2024,Senior,FT,Data Scientist,291900,USD,291900,US,0,US,M
2025,Mid,FT,Research Scientist,234500,USD,234500,US,0,US,M
2024,Mid,FT,Data Quality Analyst,93500,USD,93500,US,100,US,M
2024,Mid,FT,Data Scientist,69690,USD,69690,US,0,US,M
2024,Executive,FT,Engineer,609000,USD,609000,US,0,US,M
2024,Mid,FT,Data Engineer,21204,EUR,23560,TR,0,TR,M
2024,Mid,FT,Engineering Manager,189000,USD,189000,US,0,US,M
2024,Mid,FT,Cloud Engineer,125000,USD,125000,US,0,US,M
2023,Senior,FT,Data Analyst,116000,USD,116000,US,0,US,M
2024,Senior,FT,Software Engineer,217600,USD,217600,US,0,US,M
2024,Mid,FT,Research Scientist,212800,USD,212800,US,0,US,L
2025,Entry,CT,Software Engineer,112320,USD,112320,US,0,US,M
2024,Senior,FT,Robotics Engineer,181000,USD,181000,US,0,US,M
2023,Entry,FT,Research Analyst,90000,USD,90000,US,100,US,M
2024,Senior,FT,Product Designer,125900,EUR,139888,IE,100,IE,M
2025,Entry,FT,Data Engineer,45000,GBP,56962,GB,0,GB,M
2025,Mid,FT,Software Engineer,205000,USD,205000,US,0,US,M
2025,Senior,FT,Analyst,142140,USD,142140,US,0,US,M
2025,Senior,FT,Data Management Specialist,104500,USD,104500,US,0,US,M
2025,Mid,FT,Postdoctoral Fellow,135000,USD,135000,US,100,US,M
2023,Executive,FT,Data Lead,222000,USD,222000,US,0,US,M
2025,Mid,FT,Data Engineer,160000,USD,160000,US,100,US,M
2025,Senior,FT,Data Architect,109200,USD,109200,US,0,US,M
2024,Mid,FT,Data Engineer,171700,USD,171700,CA,0,CA,M
2025,Senior,FT,Analytics Engineer,72000,EUR,75789,NL,0,NL,M
2024,Senior,FT,Data Specialist,246000,USD,246000,US,100,US,M
2024,Senior,FT,Manager,181000,USD,181000,US,0,US,M
2024,Senior,FT,Technical Lead,320000,USD,320000,US,0,US,M
2025,Senior,FT,AI Engineer,240800,USD,240800,US,0,US,M
2024,Senior,FT,Engineer,267000,USD,267000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
2025,Mid,FT,Site Reliability Engineer,175000,USD,175000,US,0,US,M
2024,Mid,FT,Software Engineer,112500,USD,112500,US,0,US,M
2025,Senior,FT,ML Scientist,165000,CAD,117857,CA,100,CA,M
2025,Senior,FT,Solutions Engineer,280000,USD,280000,US,100,US,M
2023,Senior,FT,Business Intelligence Analyst,180000,USD,180000,US,100,US,M
2024,Senior,FT,Software Engineer,92036,USD,92036,US,0,US,M
2025,Senior,FT,Site Reliability Engineer,189240,USD,189240,US,0,US,M
2025,Senior,FT,Analyst,82800,USD,82800,US,100,US,M
2024,Senior,FT,Analytics Engineer,50000,USD,50000,BR,100,BR,M
2025,Senior,FT,Data Engineer,180870,USD,180870,US,0,US,M
2025,Senior,FT,Postdoctoral Researcher,117000,USD,117000,US,0,US,M
2024,Senior,FT,Data Analyst,83600,USD,83600,US,0,US,M
2025,Entry,FT,Analyst,39500,USD,39500,US,0,US,M
2024,Mid,FT,Product Manager,225600,USD,225600,US,0,US,M
2024,Mid,FT,Data Engineer,116000,USD,116000,US,100,US,M
2024,Senior,FT,Software Engineer,212248,USD,212248,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,180500,USD,180500,US,0,US,M
2024,Executive,FT,Data Architect,190000,USD,190000,US,0,US,M
2023,Senior,FT,Data Engineer,174350,USD,174350,US,100,US,M
2025,Mid,FT,Data Scientist,65000,CAD,46428,CA,100,CA,M
2024,Entry,FT,Software Engineer,52000,USD,52000,US,0,US,M
2025,Senior,FT,Data Reporting Analyst,141000,USD,141000,US,100,US,M
2025,Mid,FT,Data Engineer,91000,USD,91000,US,100,US,M
2024,Entry,FT,Data Analyst,123000,USD,123000,US,0,US,M
2025,Entry,FT,Data Engineer,151800,USD,151800,US,0,US,M
2024,Mid,FT,Data Scientist,89400,USD,89400,US,0,US,M
2025,Senior,FT,Data Engineer,159000,USD,159000,US,100,US,M
2025,Senior,FT,Manager,180000,USD,180000,US,0,US,M
2025,Mid,FT,Data Scientist,98000,USD,98000,US,0,US,M
2025,Mid,FT,Research Scientist,440000,USD,440000,US,0,US,M
2025,Entry,FT,Data Architect,146000,USD,146000,US,0,US,M
2025,Mid,FT,AI Engineer,54300,USD,54300,US,0,US,M
2024,Senior,FT,Data Developer,50000,GBP,62500,GB,0,GB,M
2025,Entry,FT,Data Analyst,51688,USD,51688,US,0,US,M
2024,Senior,FT,Developer,221000,USD,221000,US,0,US,M
2025,Mid,FT,Data Engineer,134713,USD,134713,US,0,US,M
2024,Senior,FT,Software Engineer,144900,USD,144900,US,0,US,M
2022,Senior,FT,Data Engineer,146000,USD,146000,US,0,US,M
2025,Senior,FT,Business Intelligence Engineer,195000,USD,195000,US,100,US,M
2024,Senior,FT,Data Scientist,155400,USD,155400,US,100,US,M
2025,Senior,FT,Research Scientist,115000,USD,115000,US,0,US,M
2025,Senior,FT,Encounter Data Management Professional,78400,USD,78400,US,0,US,M
2024,Senior,FT,Data Architect,180000,USD,180000,US,100,US,M
2024,Senior,FT,Research Scientist,234500,USD,234500,US,0,US,M
2024,Senior,FT,AI Engineer,120000,USD,120000,CO,0,CO,M
2025,Senior,FT,Data Engineer,215900,USD,215900,US,0,US,M
2024,Senior,FT,Manager,239800,USD,239800,US,0,US,M
2025,Senior,FT,Software Engineer,343000,USD,343000,US,0,US,M
2025,Mid,FT,Developer,130000,USD,130000,US,0,US,M
2024,Mid,FT,Associate,55000,USD,55000,US,0,US,M
2024,Mid,FT,Data Engineer,105100,USD,105100,US,0,US,M
2025,Senior,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,Mid,FT,Data Engineer,63900,USD,63900,US,0,US,M
2023,Mid,FT,Data Engineer,128600,USD,128600,US,0,US,M
2022,Mid,FT,Research Scientist,145000,USD,145000,US,50,US,L
2024,Mid,FT,Data Engineer,200000,USD,200000,US,0,US,M
2022,Senior,FT,Data Analyst,112900,USD,112900,US,100,US,M
2023,Entry,FT,Data Engineer,71908,USD,71908,US,100,US,M
2024,Mid,FT,Analytics Engineer,160000,USD,160000,US,0,US,M
2025,Senior,FT,Manager,192700,USD,192700,US,0,US,M
2024,Mid,FT,Systems Engineer,226000,USD,226000,US,0,US,M
2023,Senior,FT,Data Engineer,118000,USD,118000,US,0,US,M
2025,Senior,FT,Software Developer,42000,EUR,44210,LT,0,LT,M
2024,Senior,FT,Machine Learning Engineer,68000,GBP,85000,GB,0,GB,M
2025,Senior,FT,Engineer,256000,USD,256000,US,0,US,M
2024,Mid,FT,Data Scientist,60431,USD,60431,US,0,US,M
2024,Mid,FT,Engineer,133000,USD,133000,AU,0,AU,M
2025,Senior,FT,Full Stack Developer,151646,USD,151646,US,100,US,M
2025,Senior,FT,Platform Engineer,220500,USD,220500,US,0,US,M
2023,Mid,FT,Data Scientist,150000,USD,150000,US,100,US,M
2025,Entry,FT,Data Analyst,125327,USD,125327,US,100,US,M
2024,Mid,FT,Software Developer,63720,USD,63720,US,0,US,M
2022,Mid,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,Senior,FT,Data Scientist,135100,USD,135100,US,0,US,M
2025,Senior,FT,DevOps Engineer,140000,USD,140000,US,0,US,M
2023,Senior,FT,Data Scientist,128500,USD,128500,US,0,US,M
2023,Senior,FT,Data Strategist,119636,USD,119636,US,100,US,M
2024,Senior,FT,AI Architect,99750,USD,99750,US,100,US,M
2023,Senior,FT,Data Engineer,113900,USD,113900,US,0,US,M
2023,Senior,FT,Data Scientist,94100,USD,94100,US,0,US,M
2024,Senior,FT,Data Architect,123000,USD,123000,US,0,US,M
2024,Senior,FT,Solutions Architect,172000,USD,172000,US,0,US,M
2024,Mid,FT,Research Associate,52216,USD,52216,US,0,US,M
2025,Mid,FT,Cloud Engineer,175300,USD,175300,US,0,US,M
2024,Senior,FT,Solutions Engineer,201825,USD,201825,US,0,US,M
2025,Mid,FT,Software Engineer,114900,USD,114900,US,0,US,M
2024,Mid,FT,Manager,170800,USD,170800,US,0,US,M
2025,Senior,FT,Data Analyst,79800,USD,79800,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,221000,USD,221000,US,100,US,M
2024,Senior,FT,Software Engineer,119625,USD,119625,US,0,US,M
2025,Senior,FT,Data Manager,75000,USD,75000,US,0,US,M
2024,Entry,FT,Data Analyst,41500,USD,41500,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,143100,USD,143100,US,0,US,M
2023,Senior,FT,Data Analyst,190000,USD,190000,US,100,US,M
2025,Mid,FT,Manager,138000,USD,138000,CA,0,CA,M
2025,Senior,FT,Site Reliability Engineer,211900,USD,211900,US,0,US,M
2024,Senior,FT,Bioinformatics Scientist,78000,USD,78000,US,0,US,M
2024,Senior,FT,Data Scientist,122800,USD,122800,US,0,US,M
2024,Senior,FT,Research Engineer,150000,USD,150000,US,100,US,M
2025,Senior,FT,Site Reliability Engineer,287500,USD,287500,US,0,US,M
2023,Senior,FT,Data Analyst,234485,USD,234485,US,0,US,M
2025,Senior,FT,Analyst,173800,USD,173800,US,0,US,M
2025,Mid,FT,Computer Vision Engineer,170200,USD,170200,US,0,US,M
2025,Senior,FT,Data Scientist,165000,USD,165000,US,100,US,M
2025,Mid,FT,Site Reliability Engineer,133900,USD,133900,US,0,US,M
2025,Mid,FT,Data Analyst,55100,USD,55100,US,100,US,M
2024,Executive,FT,Quantitative Analyst,130920,USD,130920,US,0,US,M
2024,Executive,FT,Data Engineer,260400,USD,260400,US,0,US,M
2025,Entry,FT,Product Analyst,111400,USD,111400,US,100,US,M
2022,Entry,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
2025,Mid,FT,Engineer,212200,USD,212200,US,0,US,L
2024,Mid,FT,Data Analyst,78000,USD,78000,CA,0,CA,M
2024,Mid,FT,Data Developer,79000,USD,79000,US,0,US,M
2025,Senior,FT,Product Manager,140000,USD,140000,US,0,US,M
2024,Senior,FT,Data Scientist,123810,USD,123810,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,237000,USD,237000,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,259500,USD,259500,US,0,US,M
2024,Entry,FT,Data Management Analyst,75000,USD,75000,US,0,US,M
2024,Senior,FT,Data Analyst,261250,USD,261250,US,0,US,M
2024,Mid,FT,Data Visualization Analyst,83400,USD,83400,US,0,US,M
2024,Senior,FT,Business Intelligence Engineer,145000,USD,145000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,233000,USD,233000,US,0,US,M
2024,Mid,FT,Software Engineer,110000,USD,110000,US,0,US,M
2024,Entry,FT,Data Analyst,93295,USD,93295,AU,0,AU,M
2025,Senior,FT,Consultant,171800,USD,171800,US,0,US,M
2023,Mid,FT,Data Analyst,109000,USD,109000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,141000,USD,141000,US,0,US,M
2024,Senior,FT,Solutions Architect,176720,USD,176720,US,0,US,M
2022,Mid,FT,Data Scientist,58000,EUR,60938,DE,100,DE,S
2025,Mid,FT,Manager,195000,USD,195000,CA,100,CA,M
2024,Senior,FT,Engineer,203801,USD,203801,US,100,US,M
2024,Senior,FT,Software Engineer,201250,USD,201250,US,0,US,M
2025,Senior,FT,Data Engineer,165600,USD,165600,US,0,US,M
2024,Senior,FT,Analyst,108445,USD,108445,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,186300,USD,186300,US,100,US,M
2024,Mid,FT,Associate,79000,USD,79000,US,0,US,M
2024,Entry,FT,Machine Learning Engineer,120000,USD,120000,US,0,US,M
2024,Mid,FT,Manager,269100,USD,269100,US,0,US,M
2025,Entry,FT,Data Analyst,84600,USD,84600,CA,0,CA,M
2024,Senior,FT,Data Analyst,154960,USD,154960,US,100,US,M
2024,Senior,FT,Business Intelligence Analyst,114400,USD,114400,US,0,US,M
2024,Mid,FT,Data Integration Specialist,101365,USD,101365,US,100,US,M
2024,Senior,FT,Analyst,86482,USD,86482,US,0,US,M
2025,Mid,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,Senior,FT,Data Scientist,81410,USD,81410,CA,0,CA,M
2025,Senior,FT,Data Engineer,156000,USD,156000,US,0,US,M
2025,Entry,FT,Research Scientist,280000,USD,280000,US,0,US,M
2025,Mid,FT,Data Manager,45000,GBP,56962,GB,0,GB,M
2025,Senior,FT,Member of Technical Staff,350000,USD,350000,US,0,US,M
2024,Senior,FT,Applied Scientist,300000,USD,300000,US,100,US,M
2024,Senior,FT,Analyst,182000,USD,182000,US,0,US,M
2024,Senior,FT,Engineer,316900,USD,316900,US,0,US,M
2024,Entry,FT,AI Engineer,36000,EUR,40000,LV,0,LV,M
2025,Mid,FT,Data Engineer,160000,USD,160000,US,0,US,M
2024,Mid,FT,Engineer,280000,USD,280000,US,0,US,M
2025,Mid,FT,Cloud Engineer,156700,USD,156700,US,100,US,M
2024,Senior,FT,Data Analyst,133650,USD,133650,US,100,US,M
2025,Mid,FT,Data Engineer,41000,EUR,43157,ES,0,ES,M
2024,Entry,FT,Data Analyst,109800,USD,109800,US,0,US,M
2025,Entry,FT,Product Analyst,70000,USD,70000,US,0,US,M
2025,Mid,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,Senior,FT,Architect,108200,USD,108200,US,100,US,M
2023,Senior,FT,Machine Learning Engineer,192000,USD,192000,CA,0,CA,M
2023,Entry,FT,Data Analyst,56100,USD,56100,US,100,US,M
2025,Mid,FT,Product Manager,213000,USD,213000,US,0,US,M
2023,Senior,FT,Data Scientist,159408,USD,159408,US,100,US,M
2024,Mid,FT,Research Scientist,152400,USD,152400,US,0,US,M
2024,Mid,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2024,Entry,FT,Data Analyst,75600,USD,75600,AU,0,AU,M
2024,Senior,FT,Software Engineer,182608,USD,182608,US,0,US,M
2024,Mid,FT,Data Management Analyst,131900,USD,131900,US,0,US,M
2023,Senior,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,Senior,FT,Computational Biologist,148945,USD,148945,US,0,US,M
2025,Senior,FT,Data Engineer,143000,USD,143000,US,0,US,M
2025,Mid,FT,Software Developer,81000,USD,81000,CA,0,CA,M
2024,Entry,FT,Data Analyst,76000,USD,76000,US,0,US,M
2023,Mid,FT,Data Scientist,120000,USD,120000,US,100,US,M
2025,Mid,FT,Data Engineer,185000,USD,185000,US,0,US,L
2025,Senior,FT,Site Reliability Engineer,220000,USD,220000,CA,0,CA,M
2023,Mid,FT,BI Analyst,86100,USD,86100,US,0,US,M
2025,Senior,FT,Data Scientist,180200,USD,180200,US,0,US,M
2024,Senior,FT,Data Scientist,202800,USD,202800,US,0,US,M
2025,Entry,CT,Analyst,16000,USD,16000,CL,100,CL,M
2024,Senior,FT,MLOps Engineer,200000,USD,200000,US,100,US,M
2025,Mid,FT,Data Engineer,173800,USD,173800,US,0,US,M
2024,Entry,FT,Business Intelligence Analyst,123760,USD,123760,US,100,US,M
2025,Senior,FT,Engineer,101996,USD,101996,US,0,US,M
2025,Mid,FT,Software Engineer,169620,USD,169620,US,0,US,M
2023,Senior,FT,Research Scientist,185000,USD,185000,US,0,US,M
2024,Senior,FT,Site Reliability Engineer,141960,USD,141960,US,0,US,M
2025,Entry,FT,Software Developer,50200,USD,50200,US,0,US,M
2025,Senior,FT,Data Architect,129690,USD,129690,US,100,US,M
2023,Senior,FT,BI Developer,135000,USD,135000,US,100,US,M
2025,Mid,FT,Software Engineer,214000,USD,214000,US,0,US,M
2023,Senior,FT,Data Analyst,186600,USD,186600,US,100,US,M
2024,Executive,FT,Engineer,399000,USD,399000,US,0,US,M
2024,Senior,FT,Analytics Engineer,153000,USD,153000,US,100,US,M
2025,Mid,FT,Quantitative Analyst,124000,USD,124000,US,100,US,M
2024,Senior,FT,AI Architect,177000,USD,177000,US,0,US,M
2022,Entry,PT,Data Analyst,34320,USD,34320,US,100,US,S
2025,Mid,FT,Software Engineer,66000,USD,66000,US,0,US,M
2025,Senior,FT,Machine Learning Researcher,302400,USD,302400,US,0,US,M
2025,Senior,FT,Analyst,71000,USD,71000,CA,0,CA,M
2024,Mid,FT,Data Governance Manager,111300,USD,111300,US,0,US,M
2024,Mid,FT,Engineer,220900,USD,220900,US,0,US,M
2024,Mid,FT,Associate,147000,USD,147000,US,0,US,M
2023,Senior,FT,Data Scientist,140000,USD,140000,US,100,US,M
2025,Executive,FT,Solutions Engineer,314100,USD,314100,US,0,US,M
